comparison,run,arm,method,racemode,metric,point_estimate,boot_median,ci_lo,ci_hi,p_raw,p_bh,fdr_sig
point,eval_fair-pcgrad-weight,pretraining,pcgrad,weight,aucdelta_age,0.030237,,0.001515,0.097012,,,
point,eval_fair-pcgrad-weight,pretraining,pcgrad,weight,esauc_race,0.914998,,0.837686,0.955510,,,
point,eval_fair-pcgrad-weight,pretraining,pcgrad,weight,esauc_sex,0.890946,,0.828534,0.945049,,,
point,eval_fair-pcgrad-weight,pretraining,pcgrad,weight,esauc_age,0.920874,,0.850335,0.961889,,,
point,eval_fair-pcgrad-weight,pretraining,pcgrad,weight,ecedelta_race,0.033627,,0.001975,0.116676,,,
point,eval_fair-pcgrad-weight,pretraining,pcgrad,weight,ecedelta_sex,0.048884,,0.003756,0.105441,,,
point,eval_fair-pcgrad-weight,pretraining,pcgrad,weight,ecedelta_age,0.007589,,0.001639,0.088841,,,
point,eval_fair-pcgrad-weight,pretraining,pcgrad,weight,ece_race_White,0.073176,,,,,,
point,eval_fair-pcgrad-weight,pretraining,pcgrad,weight,ece_race_Asian,0.106804,,,,,,
point,eval_fair-pcgrad-weight,pretraining,pcgrad,weight,ece_race_Black,0.016242,,,,,,
point,eval_fair-pcgrad-weight,pretraining,pcgrad,weight,ece_sex_Male,0.086194,,,,,,
point,eval_fair-pcgrad-weight,pretraining,pcgrad,weight,ece_sex_Female,0.037310,,,,,,
point,eval_fair-pcgrad-weight,pretraining,pcgrad,weight,ece_age_age<med,0.089996,,,,,,
point,eval_fair-pcgrad-weight,pretraining,pcgrad,weight,ece_age_age>=med,0.082407,,,,,,
point,eval_fair-pcgrad-resample,pretraining,pcgrad,resample,auc_overall,0.941931,,0.906242,0.971656,,,
point,eval_fair-pcgrad-resample,pretraining,pcgrad,resample,auc_race_White,0.938034,,,,,,
point,eval_fair-pcgrad-resample,pretraining,pcgrad,resample,auc_race_Asian,0.937362,,,,,,
point,eval_fair-pcgrad-resample,pretraining,pcgrad,resample,auc_race_Black,1.000000,,,,,,
point,eval_fair-pcgrad-resample,pretraining,pcgrad,resample,auc_sex_Male,0.921013,,,,,,
point,eval_fair-pcgrad-resample,pretraining,pcgrad,resample,auc_sex_Female,0.975430,,,,,,
point,eval_fair-pcgrad-resample,pretraining,pcgrad,resample,auc_age_age<med,0.942529,,,,,,
point,eval_fair-pcgrad-resample,pretraining,pcgrad,resample,auc_age_age>=med,0.937211,,,,,,
point,eval_fair-pcgrad-resample,pretraining,pcgrad,resample,aucdelta_race,0.000672,,0.001196,0.090939,,,
point,eval_fair-pcgrad-resample,pretraining,pcgrad,resample,aucdelta_sex,0.054417,,0.005103,0.111532,,,
point,eval_fair-pcgrad-resample,pretraining,pcgrad,resample,aucdelta_age,0.005318,,0.001205,0.082778,,,
point,eval_fair-pcgrad-resample,pretraining,pcgrad,resample,esauc_race,0.934024,,0.846352,0.956800,,,
point,eval_fair-pcgrad-resample,pretraining,pcgrad,resample,esauc_sex,0.893319,,0.822599,0.952970,,,
point,eval_fair-pcgrad-resample,pretraining,pcgrad,resample,esauc_age,0.936948,,0.854635,0.958494,,,
point,eval_fair-pcgrad-resample,pretraining,pcgrad,resample,ecedelta_race,0.026568,,0.001831,0.100180,,,
point,eval_fair-pcgrad-resample,pretraining,pcgrad,resample,ecedelta_sex,0.021458,,0.001309,0.081735,,,
point,eval_fair-pcgrad-resample,pretraining,pcgrad,resample,ecedelta_age,0.017049,,0.001298,0.085315,,,
point,eval_fair-pcgrad-resample,pretraining,pcgrad,resample,ece_race_White,0.064274,,,,,,
point,eval_fair-pcgrad-resample,pretraining,pcgrad,resample,ece_race_Asian,0.090842,,,,,,
point,eval_fair-pcgrad-resample,pretraining,pcgrad,resample,ece_race_Black,0.038750,,,,,,
point,eval_fair-pcgrad-resample,pretraining,pcgrad,resample,ece_sex_Male,0.069395,,,,,,
point,eval_fair-pcgrad-resample,pretraining,pcgrad,resample,ece_sex_Female,0.047937,,,,,,
point,eval_fair-pcgrad-resample,pretraining,pcgrad,resample,ece_age_age<med,0.095694,,,,,,
point,eval_fair-pcgrad-resample,pretraining,pcgrad,resample,ece_age_age>=med,0.078645,,,,,,
point,posthoc_fino_none,post-hoc,fino,none,auc_overall,0.957202,,0.931644,0.978720,,,
point,posthoc_fino_none,post-hoc,fino,none,auc_race_White,0.965812,,,,,,
point,posthoc_fino_none,post-hoc,fino,none,auc_race_Asian,0.930730,,,,,,
point,posthoc_fino_none,post-hoc,fino,none,auc_race_Black,1.000000,,,,,,
point,posthoc_fino_none,post-hoc,fino,none,auc_sex_Male,0.943715,,,,,,
point,posthoc_fino_none,post-hoc,fino,none,auc_sex_Female,0.980344,,,,,,
point,posthoc_fino_none,post-hoc,fino,none,auc_age_age<med,0.930624,,,,,,
point,posthoc_fino_none,post-hoc,fino,none,auc_age_age>=med,0.970724,,,,,,
point,posthoc_fino_none,post-hoc,fino,none,aucdelta_race,0.035082,,0.001661,0.104018,,,
point,posthoc_fino_none,post-hoc,fino,none,aucdelta_sex,0.036629,,0.002214,0.081949,,,
point,posthoc_fino_none,post-hoc,fino,none,aucdelta_age,0.040100,,0.002039,0.099606,,,
point,posthoc_fino_none,post-hoc,fino,none,esauc_race,0.924759,,0.856740,0.963274,,,
point,posthoc_fino_none,post-hoc,fino,none,esauc_sex,0.923379,,0.867773,0.965620,,,
point,posthoc_fino_none,post-hoc,fino,none,esauc_age,0.920298,,0.854408,0.966022,,,
point,posthoc_fino_none,post-hoc,fino,none,ecedelta_race,0.048842,,0.001769,0.115815,,,
point,posthoc_fino_none,post-hoc,fino,none,ecedelta_sex,0.023605,,0.001336,0.087214,,,
point,posthoc_fino_none,post-hoc,fino,none,ecedelta_age,0.035275,,0.001590,0.097147,,,
point,posthoc_fino_none,post-hoc,fino,none,ece_race_White,0.046312,,,,,,
point,posthoc_fino_none,post-hoc,fino,none,ece_race_Asian,0.095154,,,,,,
point,posthoc_fino_none,post-hoc,fino,none,ece_race_Black,0.004958,,,,,,
point,posthoc_fino_none,post-hoc,fino,none,ece_sex_Male,0.075036,,,,,,
point,posthoc_fino_none,post-hoc,fino,none,ece_sex_Female,0.051431,,,,,,
point,posthoc_fino_none,post-hoc,fino,none,ece_age_age<med,0.088349,,,,,,
point,posthoc_fino_none,post-hoc,fino,none,ece_age_age>=med,0.053074,,,,,,
point,posthoc_fino_weight,post-hoc,fino,weight,auc_overall,0.948152,,0.918356,0.973748,,,
point,posthoc_fino_weight,post-hoc,fino,weight,auc_race_White,0.953348,,,,,,
point,posthoc_fino_weight,post-hoc,fino,weight,auc_race_Asian,0.915991,,,,,,
point,posthoc_fino_weight,post-hoc,fino,weight,auc_race_Black,1.000000,,,,,,
point,posthoc_fino_weight,post-hoc,fino,weight,auc_sex_Male,0.931707,,,,,,
point,posthoc_fino_weight,post-hoc,fino,weight,auc_sex_Female,0.977887,,,,,,
point,posthoc_fino_weight,post-hoc,fino,weight,auc_age_age<med,0.922003,,,,,,
point,posthoc_fino_weight,post-hoc,fino,weight,auc_age_age>=med,0.961479,,,,,,
point,posthoc_fino_weight,post-hoc,fino,weight,aucdelta_race,0.037356,,0.002065,0.121341,,,
point,posthoc_fino_weight,post-hoc,fino,weight,aucdelta_sex,0.046180,,0.003997,0.096957,,,
point,posthoc_fino_weight,post-hoc,fino,weight,aucdelta_age,0.039476,,0.001667,0.106552,,,
point,posthoc_fino_weight,post-hoc,fino,weight,esauc_race,0.914008,,0.833999,0.953714,,,
point,posthoc_fino_weight,post-hoc,fino,weight,esauc_sex,0.906300,,0.844068,0.957004,,,
point,posthoc_fino_weight,post-hoc,fino,weight,esauc_age,0.912145,,0.840304,0.960776,,,
point,posthoc_fino_weight,post-hoc,fino,weight,ecedelta_race,0.023338,,0.001547,0.107336,,,
point,posthoc_fino_weight,post-hoc,fino,weight,ecedelta_sex,0.002460,,0.001110,0.076336,,,
point,posthoc_fino_weight,post-hoc,fino,weight,ecedelta_age,0.027023,,0.001631,0.096067,,,
point,posthoc_fino_weight,post-hoc,fino,weight,ece_race_White,0.068423,,,,,,
point,posthoc_fino_weight,post-hoc,fino,weight,ece_race_Asian,0.091761,,,,,,
point,posthoc_fino_weight,post-hoc,fino,weight,ece_race_Black,0.006280,,,,,,
point,posthoc_fino_weight,post-hoc,fino,weight,ece_sex_Male,0.065303,,,,,,
point,posthoc_fino_weight,post-hoc,fino,weight,ece_sex_Female,0.067763,,,,,,
point,posthoc_fino_weight,post-hoc,fino,weight,ece_age_age<med,0.081037,,,,,,
point,posthoc_fino_weight,post-hoc,fino,weight,ece_age_age>=med,0.054015,,,,,,
point,posthoc_fino_resample,post-hoc,fino,resample,auc_overall,0.944005,,0.910438,0.971497,,,
point,posthoc_fino_resample,post-hoc,fino,resample,auc_race_White,0.948718,,,,,,
point,posthoc_fino_resample,post-hoc,fino,resample,auc_race_Asian,0.918939,,,,,,
point,posthoc_fino_resample,post-hoc,fino,resample,auc_race_Black,1.000000,,,,,,
point,posthoc_fino_resample,post-hoc,fino,resample,auc_sex_Male,0.919137,,,,,,
point,posthoc_fino_resample,post-hoc,fino,resample,auc_sex_Female,0.986486,,,,,,
point,posthoc_fino_resample,post-hoc,fino,resample,auc_age_age<med,0.929803,,,,,,
point,posthoc_fino_resample,post-hoc,fino,resample,auc_age_age>=med,0.947612,,,,,,
point,posthoc_fino_resample,post-hoc,fino,resample,aucdelta_race,0.029779,,0.001441,0.109376,,,
point,posthoc_fino_resample,post-hoc,fino,resample,aucdelta_sex,0.067350,,0.018138,0.118689,,,
point,posthoc_fino_resample,post-hoc,fino,resample,aucdelta_age,0.017809,,0.001109,0.091169,,,
point,posthoc_fino_resample,post-hoc,fino,resample,esauc_race,0.916706,,0.837871,0.951764,,,
point,posthoc_fino_resample,post-hoc,fino,resample,esauc_sex,0.884438,,0.819389,0.946998,,,
point,posthoc_fino_resample,post-hoc,fino,resample,esauc_age,0.927487,,0.853384,0.958801,,,
point,posthoc_fino_resample,post-hoc,fino,resample,ecedelta_race,0.047440,,0.004611,0.134984,,,
point,posthoc_fino_resample,post-hoc,fino,resample,ecedelta_sex,0.002086,,0.000900,0.080494,,,
point,posthoc_fino_resample,post-hoc,fino,resample,ecedelta_age,0.011239,,0.001545,0.089873,,,
point,posthoc_fino_resample,post-hoc,fino,resample,ece_race_White,0.070829,,,,,,
point,posthoc_fino_resample,post-hoc,fino,resample,ece_race_Asian,0.118269,,,,,,
point,posthoc_fino_resample,post-hoc,fino,resample,ece_race_Black,0.013536,,,,,,
point,posthoc_fino_resample,post-hoc,fino,resample,ece_sex_Male,0.080271,,,,,,
point,posthoc_fino_resample,post-hoc,fino,resample,ece_sex_Female,0.078185,,,,,,
point,posthoc_fino_resample,post-hoc,fino,resample,ece_age_age<med,0.085535,,,,,,
point,posthoc_fino_resample,post-hoc,fino,resample,ece_age_age>=med,0.074296,,,,,,
point,posthoc_dann_none,post-hoc,dann,none,auc_overall,0.944759,,0.912894,0.971903,,,
point,posthoc_dann_none,post-hoc,dann,none,auc_race_White,0.948718,,,,,,
point,posthoc_dann_none,post-hoc,dann,none,auc_race_Asian,0.913780,,,,,,
point,posthoc_dann_none,post-hoc,dann,none,auc_race_Black,1.000000,,,,,,
point,posthoc_dann_none,post-hoc,dann,none,auc_sex_Male,0.921013,,,,,,
point,posthoc_dann_none,post-hoc,dann,none,auc_sex_Female,0.985258,,,,,,
point,posthoc_dann_none,post-hoc,dann,none,auc_age_age<med,0.922824,,,,,,
point,posthoc_dann_none,post-hoc,dann,none,auc_age_age>=med,0.950308,,,,,,
point,posthoc_dann_none,post-hoc,dann,none,aucdelta_race,0.034938,,0.002258,0.118665,,,
point,posthoc_dann_none,post-hoc,dann,none,aucdelta_sex,0.064245,,0.014285,0.115192,,,
point,posthoc_dann_none,post-hoc,dann,none,aucdelta_age,0.027484,,0.001118,0.097611,,,
point,posthoc_dann_none,post-hoc,dann,none,esauc_race,0.912865,,0.832034,0.950921,,,
point,posthoc_dann_none,post-hoc,dann,none,esauc_sex,0.887727,,0.824706,0.948750,,,
point,posthoc_dann_none,post-hoc,dann,none,esauc_age,0.919488,,0.848718,0.956984,,,
point,posthoc_dann_none,post-hoc,dann,none,ecedelta_race,0.020740,,0.001793,0.106003,,,
point,posthoc_dann_none,post-hoc,dann,none,ecedelta_sex,0.001422,,0.001399,0.076449,,,
point,posthoc_dann_none,post-hoc,dann,none,ecedelta_age,0.049330,,0.002336,0.115448,,,
point,posthoc_dann_none,post-hoc,dann,none,ece_race_White,0.076250,,,,,,
point,posthoc_dann_none,post-hoc,dann,none,ece_race_Asian,0.096989,,,,,,
point,posthoc_dann_none,post-hoc,dann,none,ece_race_Black,0.021606,,,,,,
point,posthoc_dann_none,post-hoc,dann,none,ece_sex_Male,0.069760,,,,,,
point,posthoc_dann_none,post-hoc,dann,none,ece_sex_Female,0.068338,,,,,,
point,posthoc_dann_none,post-hoc,dann,none,ece_age_age<med,0.120370,,,,,,
point,posthoc_dann_none,post-hoc,dann,none,ece_age_age>=med,0.071040,,,,,,
point,posthoc_dann_weight,post-hoc,dann,weight,auc_overall,0.947587,,0.917240,0.973881,,,
point,posthoc_dann_weight,post-hoc,dann,weight,auc_race_White,0.948718,,,,,,
point,posthoc_dann_weight,post-hoc,dann,weight,auc_race_Asian,0.922623,,,,,,
point,posthoc_dann_weight,post-hoc,dann,weight,auc_race_Black,1.000000,,,,,,
point,posthoc_dann_weight,post-hoc,dann,weight,auc_sex_Male,0.924015,,,,,,
point,posthoc_dann_weight,post-hoc,dann,weight,auc_sex_Female,0.985258,,,,,,
point,posthoc_dann_weight,post-hoc,dann,weight,auc_age_age<med,0.931034,,,,,,
point,posthoc_dann_weight,post-hoc,dann,weight,auc_age_age>=med,0.951464,,,,,,
point,posthoc_dann_weight,post-hoc,dann,weight,aucdelta_race,0.026095,,0.001477,0.112218,,,
point,posthoc_dann_weight,post-hoc,dann,weight,aucdelta_sex,0.061243,,0.012028,0.110929,,,
point,posthoc_dann_weight,post-hoc,dann,weight,aucdelta_age,0.020429,,0.001331,0.089762,,,
point,posthoc_dann_weight,post-hoc,dann,weight,esauc_race,0.923489,,0.842119,0.955740,,,
point,posthoc_dann_weight,post-hoc,dann,weight,esauc_sex,0.892903,,0.830766,0.952208,,,
point,posthoc_dann_weight,post-hoc,dann,weight,esauc_age,0.928616,,0.856881,0.960888,,,
point,posthoc_dann_weight,post-hoc,dann,weight,ecedelta_race,0.027269,,0.002186,0.108037,,,
point,posthoc_dann_weight,post-hoc,dann,weight,ecedelta_sex,0.025016,,0.001441,0.089966,,,
point,posthoc_dann_weight,post-hoc,dann,weight,ecedelta_age,0.018151,,0.001205,0.089785,,,
point,posthoc_dann_weight,post-hoc,dann,weight,ece_race_White,0.068653,,,,,,
point,posthoc_dann_weight,post-hoc,dann,weight,ece_race_Asian,0.095923,,,,,,
point,posthoc_dann_weight,post-hoc,dann,weight,ece_race_Black,0.014834,,,,,,
point,posthoc_dann_weight,post-hoc,dann,weight,ece_sex_Male,0.097652,,,,,,
point,posthoc_dann_weight,post-hoc,dann,weight,ece_sex_Female,0.072636,,,,,,
point,posthoc_dann_weight,post-hoc,dann,weight,ece_age_age<med,0.094405,,,,,,
point,posthoc_dann_weight,post-hoc,dann,weight,ece_age_age>=med,0.076254,,,,,,
point,posthoc_dann_resample,post-hoc,dann,resample,auc_overall,0.944947,,0.913062,0.971498,,,
point,posthoc_dann_resample,post-hoc,dann,resample,auc_race_White,0.946225,,,,,,
point,posthoc_dann_resample,post-hoc,dann,resample,auc_race_Asian,0.924097,,,,,,
point,posthoc_dann_resample,post-hoc,dann,resample,auc_race_Black,1.000000,,,,,,
point,posthoc_dann_resample,post-hoc,dann,resample,auc_sex_Male,0.920075,,,,,,
point,posthoc_dann_resample,post-hoc,dann,resample,auc_sex_Female,0.990172,,,,,,
point,posthoc_dann_resample,post-hoc,dann,resample,auc_age_age<med,0.932266,,,,,,
point,posthoc_dann_resample,post-hoc,dann,resample,auc_age_age>=med,0.953775,,,,,,
point,posthoc_dann_resample,post-hoc,dann,resample,aucdelta_race,0.022128,,0.001360,0.097810,,,
point,posthoc_dann_resample,post-hoc,dann,resample,aucdelta_sex,0.070097,,0.025339,0.118120,,,
point,posthoc_dann_resample,post-hoc,dann,resample,aucdelta_age,0.021509,,0.001352,0.090411,,,
point,posthoc_dann_resample,post-hoc,dann,resample,esauc_race,0.924490,,0.846072,0.953843,,,
point,posthoc_dann_resample,post-hoc,dann,resample,esauc_sex,0.883048,,0.821335,0.941625,,,
point,posthoc_dann_resample,post-hoc,dann,resample,esauc_age,0.925050,,0.852249,0.959144,,,
point,posthoc_dann_resample,post-hoc,dann,resample,ecedelta_race,0.030517,,0.002004,0.109055,,,
point,posthoc_dann_resample,post-hoc,dann,resample,ecedelta_sex,0.027225,,0.001593,0.087716,,,
point,posthoc_dann_resample,post-hoc,dann,resample,ecedelta_age,0.001745,,0.001219,0.082816,,,
point,posthoc_dann_resample,post-hoc,dann,resample,ece_race_White,0.064386,,,,,,
point,posthoc_dann_resample,post-hoc,dann,resample,ece_race_Asian,0.094903,,,,,,
point,posthoc_dann_resample,post-hoc,dann,resample,ece_race_Black,0.020507,,,,,,
point,posthoc_dann_resample,post-hoc,dann,resample,ece_sex_Male,0.092391,,,,,,
point,posthoc_dann_resample,post-hoc,dann,resample,ece_sex_Female,0.065166,,,,,,
point,posthoc_dann_resample,post-hoc,dann,resample,ece_age_age<med,0.087001,,,,,,
point,posthoc_dann_resample,post-hoc,dann,resample,ece_age_age>=med,0.088747,,,,,,
point,posthoc_contrastive_none,post-hoc,contrastive,none,auc_overall,0.947587,,0.917367,0.973821,,,
point,posthoc_contrastive_none,post-hoc,contrastive,none,auc_race_White,0.949786,,,,,,
point,posthoc_contrastive_none,post-hoc,contrastive,none,auc_race_Asian,0.909359,,,,,,
point,posthoc_contrastive_none,post-hoc,contrastive,none,auc_race_Black,1.000000,,,,,,
point,posthoc_contrastive_none,post-hoc,contrastive,none,auc_sex_Male,0.925891,,,,,,
point,posthoc_contrastive_none,post-hoc,contrastive,none,auc_sex_Female,0.985258,,,,,,
point,posthoc_contrastive_none,post-hoc,contrastive,none,auc_age_age<med,0.929803,,,,,,
point,posthoc_contrastive_none,post-hoc,contrastive,none,auc_age_age>=med,0.952234,,,,,,
point,posthoc_contrastive_none,post-hoc,contrastive,none,aucdelta_race,0.040427,,0.001798,0.125026,,,
point,posthoc_contrastive_none,post-hoc,contrastive,none,aucdelta_sex,0.059367,,0.011373,0.108054,,,
point,posthoc_contrastive_none,post-hoc,contrastive,none,aucdelta_age,0.022431,,0.001158,0.091134,,,
point,posthoc_contrastive_none,post-hoc,contrastive,none,esauc_race,0.910767,,0.829336,0.951785,,,
point,posthoc_contrastive_none,post-hoc,contrastive,none,esauc_sex,0.894484,,0.833075,0.952457,,,
point,posthoc_contrastive_none,post-hoc,contrastive,none,esauc_age,0.926797,,0.854112,0.960174,,,
point,posthoc_contrastive_none,post-hoc,contrastive,none,ecedelta_race,0.037448,,0.002881,0.117002,,,
point,posthoc_contrastive_none,post-hoc,contrastive,none,ecedelta_sex,0.009020,,0.001113,0.069108,,,
point,posthoc_contrastive_none,post-hoc,contrastive,none,ecedelta_age,0.005856,,0.001327,0.086714,,,
point,posthoc_contrastive_none,post-hoc,contrastive,none,ece_race_White,0.052423,,,,,,
point,posthoc_contrastive_none,post-hoc,contrastive,none,ece_race_Asian,0.089870,,,,,,
point,posthoc_contrastive_none,post-hoc,contrastive,none,ece_race_Black,0.020539,,,,,,
point,posthoc_contrastive_none,post-hoc,contrastive,none,ece_sex_Male,0.066414,,,,,,
point,posthoc_contrastive_none,post-hoc,contrastive,none,ece_sex_Female,0.075434,,,,,,
point,posthoc_contrastive_none,post-hoc,contrastive,none,ece_age_age<med,0.078762,,,,,,
point,posthoc_contrastive_none,post-hoc,contrastive,none,ece_age_age>=med,0.072906,,,,,,
point,posthoc_contrastive_weight,post-hoc,contrastive,weight,auc_overall,0.951169,,0.922572,0.975108,,,
point,posthoc_contrastive_weight,post-hoc,contrastive,weight,auc_race_White,0.955484,,,,,,
point,posthoc_contrastive_weight,post-hoc,contrastive,weight,auc_race_Asian,0.913780,,,,,,
point,posthoc_contrastive_weight,post-hoc,contrastive,weight,auc_race_Black,1.000000,,,,,,
point,posthoc_contrastive_weight,post-hoc,contrastive,weight,auc_sex_Male,0.931895,,,,,,
point,posthoc_contrastive_weight,post-hoc,contrastive,weight,auc_sex_Female,0.984029,,,,,,
point,posthoc_contrastive_weight,post-hoc,contrastive,weight,auc_age_age<med,0.934319,,,,,,
point,posthoc_contrastive_weight,post-hoc,contrastive,weight,auc_age_age>=med,0.957242,,,,,,
point,posthoc_contrastive_weight,post-hoc,contrastive,weight,aucdelta_race,0.041704,,0.001939,0.123011,,,
point,posthoc_contrastive_weight,post-hoc,contrastive,weight,aucdelta_sex,0.052135,,0.007690,0.098281,,,
point,posthoc_contrastive_weight,post-hoc,contrastive,weight,aucdelta_age,0.022923,,0.001366,0.086249,,,
point,posthoc_contrastive_weight,post-hoc,contrastive,weight,esauc_race,0.913090,,0.834898,0.955274,,,
point,posthoc_contrastive_weight,post-hoc,contrastive,weight,esauc_sex,0.904037,,0.845344,0.957173,,,
point,posthoc_contrastive_weight,post-hoc,contrastive,weight,esauc_age,0.929854,,0.863687,0.963298,,,
point,posthoc_contrastive_weight,post-hoc,contrastive,weight,ecedelta_race,0.033471,,0.003004,0.114195,,,
point,posthoc_contrastive_weight,post-hoc,contrastive,weight,ecedelta_sex,0.025640,,0.001466,0.079566,,,
point,posthoc_contrastive_weight,post-hoc,contrastive,weight,ecedelta_age,0.005420,,0.001215,0.085624,,,
point,posthoc_contrastive_weight,post-hoc,contrastive,weight,ece_race_White,0.057444,,,,,,
point,posthoc_contrastive_weight,post-hoc,contrastive,weight,ece_race_Asian,0.090915,,,,,,
point,posthoc_contrastive_weight,post-hoc,contrastive,weight,ece_race_Black,0.009536,,,,,,
point,posthoc_contrastive_weight,post-hoc,contrastive,weight,ece_sex_Male,0.064970,,,,,,
point,posthoc_contrastive_weight,post-hoc,contrastive,weight,ece_sex_Female,0.039330,,,,,,
point,posthoc_contrastive_weight,post-hoc,contrastive,weight,ece_age_age<med,0.071740,,,,,,
point,posthoc_contrastive_weight,post-hoc,contrastive,weight,ece_age_age>=med,0.077160,,,,,,
point,posthoc_contrastive_resample,post-hoc,contrastive,resample,auc_overall,0.950038,,0.919123,0.975079,,,
point,posthoc_contrastive_resample,post-hoc,contrastive,resample,auc_race_White,0.953704,,,,,,
point,posthoc_contrastive_resample,post-hoc,contrastive,resample,auc_race_Asian,0.921887,,,,,,
point,posthoc_contrastive_resample,post-hoc,contrastive,resample,auc_race_Black,1.000000,,,,,,
point,posthoc_contrastive_resample,post-hoc,contrastive,resample,auc_sex_Male,0.928143,,,,,,
point,posthoc_contrastive_resample,post-hoc,contrastive,resample,auc_sex_Female,0.988943,,,,,,
point,posthoc_contrastive_resample,post-hoc,contrastive,resample,auc_age_age<med,0.938834,,,,,,
point,posthoc_contrastive_resample,post-hoc,contrastive,resample,auc_age_age>=med,0.955316,,,,,,
point,posthoc_contrastive_resample,post-hoc,contrastive,resample,aucdelta_race,0.031817,,0.001978,0.107512,,,
point,posthoc_contrastive_resample,post-hoc,contrastive,resample,aucdelta_sex,0.060801,,0.015514,0.107641,,,
point,posthoc_contrastive_resample,post-hoc,contrastive,resample,aucdelta_age,0.016482,,0.001252,0.084028,,,
point,posthoc_contrastive_resample,post-hoc,contrastive,resample,esauc_race,0.920742,,0.847226,0.955382,,,
point,posthoc_contrastive_resample,post-hoc,contrastive,resample,esauc_sex,0.895585,,0.833481,0.952296,,,
point,posthoc_contrastive_resample,post-hoc,contrastive,resample,esauc_age,0.934633,,0.863238,0.964385,,,
point,posthoc_contrastive_resample,post-hoc,contrastive,resample,ecedelta_race,0.048030,,0.003020,0.127788,,,
point,posthoc_contrastive_resample,post-hoc,contrastive,resample,ecedelta_sex,0.021722,,0.001727,0.084442,,,
point,posthoc_contrastive_resample,post-hoc,contrastive,resample,ecedelta_age,0.004841,,0.001148,0.079646,,,
point,posthoc_contrastive_resample,post-hoc,contrastive,resample,ece_race_White,0.055469,,,,,,
point,posthoc_contrastive_resample,post-hoc,contrastive,resample,ece_race_Asian,0.103499,,,,,,
point,posthoc_contrastive_resample,post-hoc,contrastive,resample,ece_race_Black,0.003782,,,,,,
point,posthoc_contrastive_resample,post-hoc,contrastive,resample,ece_sex_Male,0.081716,,,,,,
point,posthoc_contrastive_resample,post-hoc,contrastive,resample,ece_sex_Female,0.059994,,,,,,
point,posthoc_contrastive_resample,post-hoc,contrastive,resample,ece_age_age<med,0.076397,,,,,,
point,posthoc_contrastive_resample,post-hoc,contrastive,resample,ece_age_age>=med,0.081238,,,,,,
point,posthoc_pcgrad_none,post-hoc,pcgrad,none,auc_overall,0.946833,,0.916076,0.974153,,,
point,posthoc_pcgrad_none,post-hoc,pcgrad,none,auc_race_White,0.950142,,,,,,
point,posthoc_pcgrad_none,post-hoc,pcgrad,none,auc_race_Asian,0.908622,,,,,,
point,posthoc_pcgrad_none,post-hoc,pcgrad,none,auc_race_Black,1.000000,,,,,,
point,posthoc_pcgrad_none,post-hoc,pcgrad,none,auc_sex_Male,0.924015,,,,,,
point,posthoc_pcgrad_none,post-hoc,pcgrad,none,auc_sex_Female,0.984029,,,,,,
point,posthoc_pcgrad_none,post-hoc,pcgrad,none,auc_age_age<med,0.928982,,,,,,
point,posthoc_pcgrad_none,post-hoc,pcgrad,none,auc_age_age>=med,0.951079,,,,,,
point,posthoc_pcgrad_none,post-hoc,pcgrad,none,aucdelta_race,0.041520,,0.001814,0.132404,,,
point,posthoc_pcgrad_none,post-hoc,pcgrad,none,aucdelta_sex,0.060014,,0.011422,0.110725,,,
point,posthoc_pcgrad_none,post-hoc,pcgrad,none,aucdelta_age,0.022097,,0.001079,0.094063,,,
point,posthoc_pcgrad_none,post-hoc,pcgrad,none,esauc_race,0.909087,,0.822441,0.951497,,,
point,posthoc_pcgrad_none,post-hoc,pcgrad,none,esauc_sex,0.893226,,0.830440,0.953938,,,
point,posthoc_pcgrad_none,post-hoc,pcgrad,none,esauc_age,0.926363,,0.852087,0.960222,,,
point,posthoc_pcgrad_none,post-hoc,pcgrad,none,ecedelta_race,0.047340,,0.003473,0.120696,,,
point,posthoc_pcgrad_none,post-hoc,pcgrad,none,ecedelta_sex,0.013942,,0.001496,0.079097,,,
point,posthoc_pcgrad_none,post-hoc,pcgrad,none,ecedelta_age,0.033564,,0.002078,0.104531,,,
point,posthoc_pcgrad_none,post-hoc,pcgrad,none,ece_race_White,0.063618,,,,,,
point,posthoc_pcgrad_none,post-hoc,pcgrad,none,ece_race_Asian,0.110958,,,,,,
point,posthoc_pcgrad_none,post-hoc,pcgrad,none,ece_race_Black,0.011591,,,,,,
point,posthoc_pcgrad_none,post-hoc,pcgrad,none,ece_sex_Male,0.077233,,,,,,
point,posthoc_pcgrad_none,post-hoc,pcgrad,none,ece_sex_Female,0.063291,,,,,,
point,posthoc_pcgrad_none,post-hoc,pcgrad,none,ece_age_age<med,0.100080,,,,,,
point,posthoc_pcgrad_none,post-hoc,pcgrad,none,ece_age_age>=med,0.066515,,,,,,
point,posthoc_pcgrad_weight,post-hoc,pcgrad,weight,auc_overall,0.946173,,0.914568,0.973776,,,
point,posthoc_pcgrad_weight,post-hoc,pcgrad,weight,auc_race_White,0.949786,,,,,,
point,posthoc_pcgrad_weight,post-hoc,pcgrad,weight,auc_race_Asian,0.907885,,,,,,
point,posthoc_pcgrad_weight,post-hoc,pcgrad,weight,auc_race_Black,1.000000,,,,,,
